Student ID,Gender,Year,Skills,Backlogs,Projects Completed,Internships,Companies Placed,Company Type,Domain,Salary,Higher Studies,Higher Studies Field,Location
7260,Female,2024,ML/AI,3,2,1,Not Placed,Not Placed,Not Placed,0,Yes,Cybersecurity,Bangalore
7261,Female,2023,"Data Science, Cloud (AWS/Azure/GCP), Networking, Python",2,6,1,Meta,Established,Healthcare,1038614,No,Not Applicable,Delhi
7262,Female,2024,"ML/AI, DevOps, UI/UX Design, Web Dev (Full Stack)",0,8,3,Amazon,Established,Manufacturing,1916455,No,Not Applicable,Kolkata
7263,Male,2025,"UI/UX Design, DevOps, Networking",1,6,2,Google,Established,Healthcare,1554880,No,Not Applicable,Hyderabad
7264,Female,2025,"Networking, Embedded Systems",1,1,1,Not Placed,Not Placed,Not Placed,0,Yes,AI/ML,Kolkata
7265,Female,2023,"Digital Marketing, Cloud (AWS/Azure/GCP)",1,7,2,Capgemini,Established,Healthcare,1794734,No,Not Applicable,Bangalore
7266,Female,2023,"ML/AI, Python, Cybersecurity",3,4,4,Ola,Startup,Logistics,867102,No,Not Applicable,Jaipur
7267,Female,2022,"Networking, Digital Marketing, C++, Blockchain",0,5,4,Byju's,Startup,Logistics,830214,No,Not Applicable,Pune
7268,Female,2025,"ML/AI, Networking, Blockchain, Java, Cloud (AWS/Azure/GCP)",2,2,1,Not Placed,Not Placed,Not Placed,0,Yes,AI/ML,Ahmedabad
7269,Female,2024,"C++, Cloud (AWS/Azure/GCP), Networking",2,5,3,Flipkart,Established,Logistics,1774105,No,Not Applicable,Mumbai
7270,Female,2022,"Blockchain, Cloud (AWS/Azure/GCP)",0,5,2,Tech Mahindra,Established,Healthcare,1277611,No,Not Applicable,Mumbai
7271,Female,2024,"Web Dev (Full Stack), C++, Blockchain, Data Science",1,6,2,Jio Platforms,Established,E-commerce,2078015,No,Not Applicable,Bangalore
7272,Male,2024,"Python, Blockchain, DevOps",1,2,0,Not Placed,Not Placed,Not Placed,0,Yes,Data Science,Pune
7273,Female,2024,"Java, UI/UX Design",0,5,3,Flipkart,Established,Manufacturing,2209094,No,Not Applicable,Chennai
7274,Male,2022,"Python, Digital Marketing",0,3,1,Swiggy,Startup,IT Services,780515,No,Not Applicable,Hyderabad
7275,Female,2022,ML/AI,1,5,4,Microsoft,Established,Healthcare,1328590,No,Not Applicable,Mumbai
7276,Male,2025,"DevOps, Embedded Systems, Blockchain",0,3,3,Infosys,Established,Manufacturing,1251109,No,Not Applicable,Delhi
7277,Male,2024,"Data Science, UI/UX Design, DevOps, Python",0,8,2,Byju's,Startup,Automotive,659219,No,Not Applicable,Ahmedabad
7278,Female,2024,"Networking, DevOps",0,10,3,Meta,Established,EdTech,1074342,No,Not Applicable,Bangalore
7279,Male,2022,"Networking, Cloud (AWS/Azure/GCP), Digital Marketing, C++",2,8,2,Wipro,Established,Logistics,535040,No,Not Applicable,Bangalore
7280,Male,2022,"C++, Blockchain, Digital Marketing",1,3,2,Not Placed,Not Placed,Not Placed,0,Yes,MBA,Mumbai
7281,Male,2023,"UI/UX Design, Java",0,9,1,Ola,Startup,Logistics,823937,No,Not Applicable,Jaipur
7282,Female,2022,"ML/AI, Embedded Systems, C++",0,5,4,Adobe,Established,Consulting,1602779,No,Not Applicable,Delhi
7283,Female,2022,"Networking, ML/AI, UI/UX Design",1,9,4,Google,Established,Healthcare,415919,No,Not Applicable,Jaipur
7284,Female,2022,"Cybersecurity, Java, Blockchain",3,2,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Pune
7285,Male,2023,Embedded Systems,1,1,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Pune
7286,Female,2024,"Embedded Systems, ML/AI, Cloud (AWS/Azure/GCP), Digital Marketing, Networking",2,5,2,L&T Technology Services,Established,Logistics,1879254,No,Not Applicable,Mumbai
7287,Female,2024,"Embedded Systems, UI/UX Design, Digital Marketing",1,10,2,Dream11,Startup,Consulting,611498,No,Not Applicable,Hyderabad
7288,Female,2023,"Cloud (AWS/Azure/GCP), UI/UX Design, Python, Java, Data Science",0,5,4,Adobe,Established,Healthcare,300000,No,Not Applicable,Kolkata
7289,Female,2023,"Blockchain, Cloud (AWS/Azure/GCP), Embedded Systems",2,2,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Delhi
7290,Male,2025,"Networking, C++",1,10,1,Amazon,Established,Manufacturing,2059718,No,Not Applicable,Pune
7291,Male,2024,"Digital Marketing, Embedded Systems",2,4,3,Cognizant,Established,IT Services,2403869,No,Not Applicable,Ahmedabad
7292,Male,2023,"ML/AI, Data Science, Embedded Systems, Web Dev (Full Stack), Java",1,2,1,Not Placed,Not Placed,Not Placed,0,Yes,PhD,Bangalore
7293,Female,2024,"Embedded Systems, UI/UX Design, Cybersecurity, DevOps, Digital Marketing",0,6,1,Amazon,Established,E-commerce,2533077,Yes,M.Tech,Jaipur
7294,Female,2024,"Cybersecurity, Blockchain, Networking, UI/UX Design, Digital Marketing",1,10,4,Meta,Established,Logistics,1743920,Yes,Cybersecurity,Jaipur
7295,Female,2025,Embedded Systems,0,4,1,Amazon,Established,Manufacturing,1339678,No,Not Applicable,Bangalore
7296,Male,2022,"Web Dev (Full Stack), ML/AI",0,3,3,Adobe,Established,Automotive,1356360,No,Not Applicable,Bangalore
7297,Female,2022,"DevOps, Python",3,4,2,Dream11,Startup,Automotive,316162,No,Not Applicable,Ahmedabad
7298,Female,2023,"Data Science, Digital Marketing, C++",1,7,4,Oracle,Established,FinTech,1363675,No,Not Applicable,Ahmedabad
7299,Female,2022,"Embedded Systems, Digital Marketing, C++, Cloud (AWS/Azure/GCP)",1,7,4,Google,Established,Manufacturing,807436,No,Not Applicable,Bangalore
7300,Female,2024,"Cloud (AWS/Azure/GCP), Digital Marketing, ML/AI, C++",0,4,1,Not Placed,Not Placed,Not Placed,0,Yes,Cybersecurity,Bangalore
7301,Female,2024,"Embedded Systems, C++, Python",2,7,3,Google,Established,Automotive,2108136,No,Not Applicable,Ahmedabad
7302,Male,2022,"Blockchain, Java, DevOps, Embedded Systems",2,4,0,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Pune
7303,Female,2023,"Blockchain, Digital Marketing",1,1,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Pune
7304,Male,2024,"Digital Marketing, Python",2,3,0,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Jaipur
7305,Male,2023,"DevOps, Embedded Systems",2,8,3,Capgemini,Established,Healthcare,1424838,No,Not Applicable,Hyderabad
7306,Male,2023,"C++, UI/UX Design, Digital Marketing",1,6,4,Amazon,Established,E-commerce,1684315,No,Not Applicable,Jaipur
7307,Female,2024,"Digital Marketing, Networking",3,4,0,Not Placed,Not Placed,Not Placed,0,Yes,Data Science,Pune
7308,Male,2025,"Cybersecurity, Digital Marketing, ML/AI",0,8,2,Ola,Startup,Healthcare,300000,No,Not Applicable,Ahmedabad
7309,Male,2025,"Cloud (AWS/Azure/GCP), UI/UX Design, Web Dev (Full Stack)",2,2,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Kolkata
7310,Female,2023,"Cloud (AWS/Azure/GCP), Cybersecurity, Web Dev (Full Stack)",0,4,4,Tech Mahindra,Established,FinTech,1545983,No,Not Applicable,Kolkata
7311,Female,2024,"Cybersecurity, Python, C++",3,5,2,Not Placed,Not Placed,Not Placed,0,Yes,MS (USA/EU),Ahmedabad
7312,Female,2023,"C++, Cloud (AWS/Azure/GCP), Web Dev (Full Stack), UI/UX Design",1,7,3,Oracle,Established,IT Services,300000,No,Not Applicable,Kolkata
7313,Female,2025,"ML/AI, Embedded Systems, Networking",1,3,4,HCLTech,Established,E-commerce,902310,No,Not Applicable,Pune
7314,Male,2023,"Digital Marketing, Web Dev (Full Stack), C++, UI/UX Design",1,6,2,Dr. Reddy's Labs,Established,Healthcare,1138577,No,Not Applicable,Chennai
7315,Male,2022,"Networking, Web Dev (Full Stack), Blockchain, C++",3,6,3,Dream11,Startup,FinTech,537965,No,Not Applicable,Chennai
7316,Male,2025,"UI/UX Design, Blockchain, Digital Marketing",3,2,3,Microsoft,Established,Automotive,666382,No,Not Applicable,Kolkata
7317,Female,2025,"Digital Marketing, Networking, Java, Embedded Systems",0,9,1,Zomato,Startup,Logistics,527720,No,Not Applicable,Jaipur
7318,Female,2022,"Java, ML/AI, Blockchain",1,4,4,TCS,Established,Consulting,1069566,No,Not Applicable,Delhi
7319,Female,2024,"C++, UI/UX Design",3,5,4,Cisco,Established,Automotive,1640125,No,Not Applicable,Jaipur
7320,Male,2022,"Networking, Java, Data Science, Cybersecurity, Digital Marketing",1,5,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Bangalore
7321,Male,2024,"Blockchain, Web Dev (Full Stack)",1,8,3,Byju's,Startup,Automotive,768805,No,Not Applicable,Chennai
7322,Female,2025,"Python, Web Dev (Full Stack), C++",0,10,4,Dr. Reddy's Labs,Established,Logistics,1193420,No,Not Applicable,Pune
7323,Female,2025,"Web Dev (Full Stack), Cybersecurity, Data Science, Blockchain, Python",3,9,1,Paytm,Startup,Logistics,362601,No,Not Applicable,Kolkata
7324,Female,2025,"Cybersecurity, C++, Python",3,2,1,Not Placed,Not Placed,Not Placed,0,Yes,PhD,Kolkata
7325,Female,2023,"C++, Cybersecurity",2,8,3,Ola,Startup,IT Services,804276,Yes,MS (USA/EU),Chennai
7326,Male,2024,"Blockchain, Java, Networking",1,7,4,Paytm,Startup,Automotive,960385,No,Not Applicable,Kolkata
7327,Male,2025,"C++, Networking",0,5,0,Zomato,Startup,EdTech,300000,Yes,MS (USA/EU),Mumbai
7328,Female,2025,"Java, Networking",1,7,4,Google,Established,FinTech,837884,No,Not Applicable,Bangalore
7329,Female,2023,"Blockchain, Embedded Systems",1,4,2,Adobe,Established,Automotive,1999607,No,Not Applicable,Chennai
7330,Female,2022,"Digital Marketing, DevOps, UI/UX Design",3,3,0,Not Placed,Not Placed,Not Placed,0,Yes,M.Tech,Mumbai
7331,Female,2025,"Cloud (AWS/Azure/GCP), DevOps",2,5,2,Amazon,Established,Logistics,1660513,No,Not Applicable,Jaipur
7332,Male,2022,"Java, Blockchain, Cybersecurity",1,8,3,Dr. Reddy's Labs,Established,E-commerce,902693,No,Not Applicable,Pune
7333,Male,2025,Data Science,1,6,1,Microsoft,Established,Logistics,1875306,No,Not Applicable,Bangalore
7334,Female,2023,"Java, Cybersecurity, DevOps, Digital Marketing, Blockchain",3,6,2,Adobe,Established,Healthcare,1284690,No,Not Applicable,Hyderabad
7335,Male,2023,"Blockchain, UI/UX Design",3,4,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Delhi
7336,Female,2025,"Blockchain, Data Science, UI/UX Design, Java, Embedded Systems",2,7,3,TCS,Established,E-commerce,300000,No,Not Applicable,Chennai
7337,Female,2025,"Blockchain, Cybersecurity, Embedded Systems, Networking, Data Science",1,5,3,Adobe,Established,Consulting,1318694,No,Not Applicable,Jaipur
7338,Female,2024,"Data Science, Blockchain, Networking, Embedded Systems, Java",0,10,4,Google,Established,IT Services,1179991,No,Not Applicable,Ahmedabad
7339,Male,2022,"Web Dev (Full Stack), C++, Embedded Systems, UI/UX Design, Blockchain",2,4,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Ahmedabad
7340,Male,2025,"UI/UX Design, Python",0,9,4,Tata Motors,Established,Manufacturing,2390106,No,Not Applicable,Delhi
7341,Male,2023,"Digital Marketing, C++, Blockchain, Cybersecurity, ML/AI",0,7,2,Adobe,Established,Consulting,1318198,No,Not Applicable,Jaipur
7342,Female,2022,"Digital Marketing, Blockchain",1,5,1,Not Placed,Not Placed,Not Placed,0,Yes,MBA,Mumbai
7343,Male,2024,"C++, Python, Embedded Systems, Digital Marketing, Cybersecurity",2,2,2,Not Placed,Not Placed,Not Placed,0,Yes,PhD,Pune
7344,Male,2025,"Web Dev (Full Stack), C++",1,2,2,Amazon,Established,Consulting,1531525,Yes,PhD,Hyderabad
7345,Female,2024,"Cybersecurity, Cloud (AWS/Azure/GCP)",1,8,3,Byju's,Startup,EdTech,651542,No,Not Applicable,Pune
7346,Male,2022,Web Dev (Full Stack),1,5,2,Infosys,Established,Manufacturing,491054,No,Not Applicable,Bangalore
7347,Male,2023,"C++, Networking, Cybersecurity",0,6,1,Tech Mahindra,Established,E-commerce,1676604,No,Not Applicable,Hyderabad
7348,Female,2025,"Cybersecurity, Cloud (AWS/Azure/GCP), UI/UX Design, ML/AI",0,2,0,Not Placed,Not Placed,Not Placed,0,Yes,PhD,Ahmedabad
7349,Male,2022,Blockchain,0,1,2,Not Placed,Not Placed,Not Placed,0,Yes,Data Science,Jaipur
7350,Female,2025,"Cloud (AWS/Azure/GCP), Cybersecurity, Web Dev (Full Stack), Python",0,3,3,Google,Established,Consulting,1392535,No,Not Applicable,Mumbai
7351,Female,2025,"Embedded Systems, Cloud (AWS/Azure/GCP), Python",0,6,3,Flipkart,Established,EdTech,792054,No,Not Applicable,Kolkata
7352,Male,2023,"UI/UX Design, Web Dev (Full Stack), Digital Marketing",1,10,3,TCS,Established,Automotive,300000,No,Not Applicable,Jaipur
7353,Male,2022,"ML/AI, Networking, Blockchain, Java",0,3,0,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Mumbai
7354,Male,2024,"Blockchain, UI/UX Design, Networking",0,10,3,Meta,Established,Manufacturing,300000,No,Not Applicable,Jaipur
7355,Female,2022,"UI/UX Design, Web Dev (Full Stack), Data Science",1,9,3,Paytm,Startup,FinTech,806022,No,Not Applicable,Kolkata
7356,Female,2025,"Blockchain, Data Science, Java",1,6,1,Paytm,Startup,Healthcare,856153,No,Not Applicable,Bangalore
7357,Male,2022,"Networking, Java, DevOps",2,7,4,TCS,Established,Consulting,2012231,No,Not Applicable,Jaipur
7358,Female,2025,"ML/AI, Cybersecurity, C++",0,4,4,L&T Technology Services,Established,Consulting,514206,No,Not Applicable,Jaipur
7359,Male,2023,"ML/AI, Java",1,2,3,Google,Established,Automotive,1180006,No,Not Applicable,Jaipur
7360,Female,2023,"Networking, Data Science, ML/AI, Blockchain",3,5,4,Wipro,Established,Consulting,1879470,No,Not Applicable,Bangalore
7361,Female,2025,"Java, ML/AI",0,6,2,Tech Mahindra,Established,Logistics,1130549,No,Not Applicable,Bangalore
7362,Male,2024,"UI/UX Design, DevOps",3,3,2,Tech Mahindra,Established,Healthcare,879446,No,Not Applicable,Kolkata
7363,Female,2025,Java,0,3,4,Wipro,Established,IT Services,2113194,No,Not Applicable,Delhi
7364,Female,2023,"Blockchain, Digital Marketing, Java, C++",0,5,2,Zomato,Startup,EdTech,541866,No,Not Applicable,Bangalore
7365,Male,2025,"Web Dev (Full Stack), Embedded Systems, Cloud (AWS/Azure/GCP), Digital Marketing",0,6,2,Flipkart,Established,Consulting,774298,No,Not Applicable,Pune
7366,Female,2023,"C++, Digital Marketing, Python",1,7,3,Tech Mahindra,Established,E-commerce,1005238,No,Not Applicable,Bangalore
7367,Male,2024,Python,1,5,4,Zomato,Startup,Healthcare,334566,No,Not Applicable,Pune
7368,Female,2024,"Digital Marketing, Cybersecurity, Networking, Python, Cloud (AWS/Azure/GCP)",3,4,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Delhi
7369,Male,2022,"Java, Digital Marketing, UI/UX Design",2,3,1,Meta,Established,FinTech,1760101,No,Not Applicable,Ahmedabad
7370,Female,2024,"Embedded Systems, Networking, Cloud (AWS/Azure/GCP), Python",0,8,4,Microsoft,Established,EdTech,300000,No,Not Applicable,Pune
7371,Female,2025,"Blockchain, Data Science, DevOps",1,5,3,Google,Established,Logistics,1242328,No,Not Applicable,Hyderabad
7372,Male,2022,"C++, Networking, Web Dev (Full Stack), Digital Marketing, Blockchain",0,10,3,Zomato,Startup,IT Services,810314,No,Not Applicable,Hyderabad
7373,Female,2024,"Java, ML/AI",2,5,2,Meta,Established,Consulting,809469,No,Not Applicable,Jaipur
7374,Male,2024,"Web Dev (Full Stack), Networking",2,9,3,TCS,Established,E-commerce,1961398,No,Not Applicable,Jaipur
7375,Female,2025,"UI/UX Design, Networking, ML/AI",0,2,1,Not Placed,Not Placed,Not Placed,0,Yes,Data Science,Kolkata
7376,Female,2025,"ML/AI, Embedded Systems, Digital Marketing, Web Dev (Full Stack)",2,6,2,L&T Technology Services,Established,IT Services,2264664,No,Not Applicable,Delhi
7377,Male,2025,"Blockchain, Cybersecurity",0,3,0,Not Placed,Not Placed,Not Placed,0,Yes,MBA,Bangalore
7378,Male,2024,Blockchain,1,5,1,Paytm,Startup,E-commerce,304266,No,Not Applicable,Jaipur
7379,Female,2024,"Digital Marketing, Blockchain",2,5,1,Not Placed,Not Placed,Not Placed,0,Yes,PhD,Bangalore
7380,Female,2025,"Web Dev (Full Stack), Networking",1,6,4,Cisco,Established,Manufacturing,1896955,No,Not Applicable,Ahmedabad
7381,Male,2022,"Java, Networking",1,3,2,Paytm,Startup,Healthcare,519863,No,Not Applicable,Chennai
7382,Male,2022,"Cybersecurity, Blockchain",0,7,3,Dr. Reddy's Labs,Established,IT Services,1478564,No,Not Applicable,Jaipur
7383,Female,2025,"DevOps, C++, Cloud (AWS/Azure/GCP), Networking",1,9,1,Wipro,Established,Automotive,1249630,No,Not Applicable,Delhi
7384,Male,2024,"C++, Embedded Systems, ML/AI, DevOps",2,4,2,Not Placed,Not Placed,Not Placed,0,Yes,Cybersecurity,Jaipur
7385,Male,2022,Networking,2,1,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Mumbai
7386,Female,2023,"Cybersecurity, Digital Marketing, C++",1,7,4,Google,Established,Consulting,1121750,Yes,AI/ML,Ahmedabad
7387,Female,2022,"Data Science, Blockchain, Java, DevOps",1,8,3,Ola,Startup,E-commerce,979467,No,Not Applicable,Ahmedabad
7388,Female,2022,"Cloud (AWS/Azure/GCP), Java, UI/UX Design, Web Dev (Full Stack)",0,8,3,Paytm,Startup,Automotive,300000,No,Not Applicable,Mumbai
7389,Male,2023,"Networking, Cybersecurity, C++, Blockchain, Embedded Systems",0,5,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Hyderabad
7390,Female,2023,"Web Dev (Full Stack), DevOps, Java",0,4,3,Paytm,Startup,FinTech,880892,No,Not Applicable,Hyderabad
7391,Female,2023,"ML/AI, C++, Cybersecurity, Blockchain, UI/UX Design",3,9,2,Google,Established,Logistics,1113521,No,Not Applicable,Ahmedabad
7392,Male,2023,"Cybersecurity, DevOps, Web Dev (Full Stack), Digital Marketing",1,4,0,Not Placed,Not Placed,Not Placed,0,Yes,Cybersecurity,Chennai
7393,Female,2022,"Networking, Web Dev (Full Stack)",2,7,4,Infosys,Established,Logistics,1625742,No,Not Applicable,Delhi
7394,Male,2022,"Blockchain, UI/UX Design, Networking, Web Dev (Full Stack), Cybersecurity",1,8,4,Dream11,Startup,E-commerce,741585,No,Not Applicable,Delhi
7395,Male,2025,"Java, Web Dev (Full Stack), Cloud (AWS/Azure/GCP)",0,8,2,Flipkart,Established,EdTech,1642987,No,Not Applicable,Hyderabad
7396,Male,2023,"Embedded Systems, Networking, ML/AI, DevOps, UI/UX Design",2,1,1,Not Placed,Not Placed,Not Placed,0,Yes,PhD,Chennai
7397,Female,2023,"Cybersecurity, Blockchain, Digital Marketing, DevOps, C++",2,8,2,Infosys,Established,Healthcare,2601532,No,Not Applicable,Jaipur
7398,Female,2023,"Embedded Systems, UI/UX Design, Cybersecurity",0,9,3,Swiggy,Startup,IT Services,611348,Yes,Data Science,Kolkata
7399,Male,2025,"Cybersecurity, Digital Marketing, DevOps",0,4,1,Microsoft,Established,EdTech,894061,No,Not Applicable,Bangalore
7400,Male,2022,"Python, ML/AI",1,10,3,Byju's,Startup,EdTech,740266,No,Not Applicable,Jaipur
7401,Female,2024,"ML/AI, Java, Web Dev (Full Stack)",0,8,3,Paytm,Startup,Logistics,343280,No,Not Applicable,Jaipur
7402,Male,2022,"Blockchain, ML/AI",1,6,4,Tech Mahindra,Established,FinTech,300000,No,Not Applicable,Pune
7403,Male,2025,"DevOps, Cloud (AWS/Azure/GCP), Java, Web Dev (Full Stack)",2,7,3,Cognizant,Established,Healthcare,1907037,No,Not Applicable,Pune
7404,Male,2024,"Web Dev (Full Stack), Digital Marketing",0,6,1,Dr. Reddy's Labs,Established,Logistics,1550537,No,Not Applicable,Ahmedabad
7405,Female,2023,"ML/AI, Cybersecurity, Blockchain, Data Science, UI/UX Design",1,5,4,Adobe,Established,EdTech,1185303,No,Not Applicable,Hyderabad
7406,Male,2022,"Blockchain, Embedded Systems, Cybersecurity",1,2,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Jaipur
7407,Male,2023,"UI/UX Design, DevOps",0,8,3,Swiggy,Startup,E-commerce,857633,No,Not Applicable,Ahmedabad
7408,Female,2024,"Java, DevOps, UI/UX Design, Embedded Systems, Cybersecurity",0,7,2,Jio Platforms,Established,FinTech,1813235,No,Not Applicable,Bangalore
7409,Male,2023,"Data Science, Digital Marketing, Python",0,8,4,Microsoft,Established,FinTech,1180345,No,Not Applicable,Ahmedabad
7410,Female,2023,"ML/AI, Python",1,3,0,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Mumbai
7411,Male,2025,"Web Dev (Full Stack), Cloud (AWS/Azure/GCP), Data Science",1,3,1,Not Placed,Not Placed,Not Placed,0,Yes,Data Science,Delhi
7412,Female,2024,"Web Dev (Full Stack), Python, Java, Networking",1,2,2,Not Placed,Not Placed,Not Placed,0,Yes,M.Tech,Delhi
7413,Male,2025,"DevOps, Web Dev (Full Stack), Python, Embedded Systems",2,3,0,Not Placed,Not Placed,Not Placed,0,Yes,Cybersecurity,Kolkata
7414,Female,2023,"Data Science, Cybersecurity, DevOps",0,6,4,Amazon,Established,EdTech,1337636,No,Not Applicable,Chennai
7415,Male,2025,"ML/AI, Digital Marketing",0,4,3,Byju's,Startup,Automotive,694929,No,Not Applicable,Mumbai
7416,Female,2024,"DevOps, Digital Marketing, C++",1,3,2,Microsoft,Established,Healthcare,1211706,No,Not Applicable,Delhi
7417,Female,2024,"DevOps, Blockchain, ML/AI, Cybersecurity, C++",3,6,0,Zomato,Startup,EdTech,581686,No,Not Applicable,Bangalore
7418,Female,2022,"Python, Cloud (AWS/Azure/GCP), Embedded Systems, UI/UX Design, DevOps",1,6,2,Flipkart,Established,Logistics,1429359,No,Not Applicable,Ahmedabad
7419,Male,2022,"Embedded Systems, Cybersecurity, Web Dev (Full Stack), ML/AI",1,3,2,Cognizant,Established,E-commerce,615701,No,Not Applicable,Mumbai
7420,Male,2024,"Java, Data Science, Web Dev (Full Stack), Python",0,5,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Pune
7421,Male,2022,"Networking, ML/AI, DevOps",1,6,2,Microsoft,Established,Consulting,2461385,No,Not Applicable,Ahmedabad
7422,Male,2023,"Data Science, Embedded Systems, DevOps",2,5,2,Not Placed,Not Placed,Not Placed,0,Yes,Cybersecurity,Bangalore
7423,Male,2025,"Embedded Systems, UI/UX Design, Java",0,3,0,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Bangalore
7424,Male,2024,"Python, Digital Marketing",1,2,0,Not Placed,Not Placed,Not Placed,0,Yes,PhD,Ahmedabad
7425,Male,2022,"Python, Data Science",0,9,4,TCS,Established,E-commerce,789744,No,Not Applicable,Ahmedabad
7426,Male,2025,"UI/UX Design, Cybersecurity, ML/AI",2,3,2,Not Placed,Not Placed,Not Placed,0,Yes,Data Science,Delhi
7427,Male,2022,"ML/AI, Web Dev (Full Stack)",0,4,2,Dream11,Startup,Manufacturing,625876,No,Not Applicable,Chennai
7428,Female,2023,"Cybersecurity, ML/AI, DevOps, Cloud (AWS/Azure/GCP)",0,9,4,Flipkart,Established,Manufacturing,2720473,No,Not Applicable,Pune
7429,Female,2025,"DevOps, Python",0,6,3,Byju's,Startup,FinTech,873475,No,Not Applicable,Jaipur
7430,Male,2025,"Embedded Systems, ML/AI",2,5,0,Not Placed,Not Placed,Not Placed,0,Yes,Data Science,Hyderabad
7431,Male,2023,"Cybersecurity, Embedded Systems",1,8,4,Meta,Established,IT Services,1222250,No,Not Applicable,Delhi
7432,Female,2023,"ML/AI, Networking, Embedded Systems",0,1,1,Not Placed,Not Placed,Not Placed,0,Yes,M.Tech,Jaipur
7433,Female,2022,Digital Marketing,0,10,2,Meta,Established,EdTech,1909236,No,Not Applicable,Bangalore
7434,Female,2024,"Blockchain, Python, Digital Marketing, Java",1,8,1,Tech Mahindra,Established,Manufacturing,2668060,No,Not Applicable,Ahmedabad
7435,Female,2023,"DevOps, Data Science, Networking, Cybersecurity, Web Dev (Full Stack)",0,9,2,Cisco,Established,FinTech,1963837,No,Not Applicable,Mumbai
7436,Male,2024,"Networking, Embedded Systems, UI/UX Design",2,4,2,Capgemini,Established,Healthcare,1054775,No,Not Applicable,Hyderabad
7437,Male,2025,"Cybersecurity, ML/AI, Digital Marketing",0,5,3,Oracle,Established,IT Services,1473265,No,Not Applicable,Hyderabad
7438,Female,2023,"C++, Web Dev (Full Stack), UI/UX Design, Embedded Systems, ML/AI",2,1,1,Not Placed,Not Placed,Not Placed,0,Yes,M.Tech,Jaipur
7439,Female,2024,"UI/UX Design, Python, Networking, Java",2,10,3,Jio Platforms,Established,IT Services,1643974,No,Not Applicable,Ahmedabad
7440,Male,2022,Cloud (AWS/Azure/GCP),0,3,1,Oracle,Established,Manufacturing,865058,No,Not Applicable,Bangalore
7441,Female,2023,"Java, Cloud (AWS/Azure/GCP), Python, Web Dev (Full Stack)",1,7,4,Byju's,Startup,E-commerce,1284580,No,Not Applicable,Hyderabad
7442,Female,2023,ML/AI,0,8,4,Google,Established,Consulting,561527,No,Not Applicable,Bangalore
7443,Female,2022,"ML/AI, Networking, Cybersecurity",0,6,3,Tech Mahindra,Established,Manufacturing,1184322,Yes,MS (USA/EU),Jaipur
7444,Male,2024,"C++, Networking, Web Dev (Full Stack), ML/AI",1,10,3,Wipro,Established,E-commerce,1572814,No,Not Applicable,Kolkata
7445,Female,2024,"Python, Web Dev (Full Stack), DevOps",3,5,1,Google,Established,EdTech,1472680,No,Not Applicable,Pune
7446,Male,2024,"Data Science, Blockchain, Cybersecurity, Web Dev (Full Stack), Networking",1,4,3,Microsoft,Established,EdTech,1966493,No,Not Applicable,Ahmedabad
7447,Female,2024,"C++, Python, Blockchain, UI/UX Design, Cybersecurity",2,5,1,TCS,Established,EdTech,1011980,No,Not Applicable,Pune
7448,Female,2024,"Python, Digital Marketing, UI/UX Design, C++",0,5,0,Not Placed,Not Placed,Not Placed,0,Yes,AI/ML,Delhi
7449,Female,2024,"Blockchain, C++, Python, Digital Marketing",2,9,4,Swiggy,Startup,Logistics,785464,No,Not Applicable,Bangalore
7450,Female,2024,"ML/AI, Data Science",2,4,0,Oracle,Established,Logistics,1667000,No,Not Applicable,Pune
7451,Female,2022,"Blockchain, Web Dev (Full Stack)",3,8,3,Tata Motors,Established,Automotive,1268195,No,Not Applicable,Kolkata
7452,Female,2024,"DevOps, UI/UX Design, Digital Marketing, Blockchain, Embedded Systems",0,6,4,Dr. Reddy's Labs,Established,Automotive,1518762,No,Not Applicable,Kolkata
7453,Male,2024,"Cybersecurity, UI/UX Design, ML/AI, Java, Data Science",0,6,4,Cognizant,Established,Manufacturing,631829,No,Not Applicable,Delhi
7454,Male,2025,Java,3,8,3,Wipro,Established,E-commerce,1668595,No,Not Applicable,Bangalore
7455,Female,2024,"UI/UX Design, Java",1,5,4,Ola,Startup,Automotive,588165,No,Not Applicable,Bangalore
7456,Male,2024,"ML/AI, Networking",0,9,2,Cognizant,Established,FinTech,300000,No,Not Applicable,Jaipur
