Student ID,Gender,Year,Skills,Backlogs,Projects Completed,Internships,Companies Placed,Company Type,Domain,Salary,Higher Studies,Higher Studies Field,Location,Experience_Level,Academic_Risk,Skill_Count,Placement_Readiness,Job_Score,Higher_Studies_Score,Skill_Improvement_Score,Wait_Improve_Score,Recommended_Options
9287,Female,2025,"Python, Networking, Embedded Systems, C++, Digital Marketing",2,3,0,Not Placed,Not Placed,Not Placed,0,Yes,M.Tech,Chennai,Medium,Medium,5,Medium,2,3,3,0,"['Higher Studies', 'Skill Improvement']"
9288,Male,2025,"Web Dev (Full Stack), Java, UI/UX Design",1,2,1,Jio Platforms,Established,Consulting,1359865,No,Not Applicable,Jaipur,Medium,Low,3,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
9289,Female,2024,"Cloud (AWS/Azure/GCP), Java, Data Science",0,6,2,Capgemini,Established,FinTech,1507072,No,Not Applicable,Kolkata,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
9290,Female,2023,"Blockchain, Java, Cybersecurity",0,9,4,Paytm,Startup,Automotive,597533,No,Not Applicable,Mumbai,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
9291,Female,2022,Data Science,1,9,2,Cisco,Established,E-commerce,1491770,No,Not Applicable,Hyderabad,High,Low,1,Low,2,2,2,2,"['Immediate Job', 'Higher Studies']"
9292,Male,2023,"Digital Marketing, Java, DevOps",0,4,4,Infosys,Established,Logistics,1705248,No,Not Applicable,Pune,Medium,Low,3,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
9293,Male,2023,"DevOps, ML/AI, Web Dev (Full Stack), Cybersecurity, Data Science",1,10,2,Cognizant,Established,FinTech,1442592,No,Not Applicable,Ahmedabad,High,Low,5,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
9294,Male,2024,"Web Dev (Full Stack), Embedded Systems, Python, UI/UX Design, DevOps",0,9,4,Swiggy,Startup,FinTech,452756,Yes,MBA,Mumbai,High,Low,5,High,4,4,1,0,"['Immediate Job', 'Higher Studies']"
9295,Male,2023,"Web Dev (Full Stack), Blockchain, DevOps",1,7,4,TCS,Established,IT Services,2047587,No,Not Applicable,Bangalore,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
9296,Female,2025,"Cloud (AWS/Azure/GCP), Python, ML/AI",3,7,4,Zomato,Startup,Consulting,670528,No,Not Applicable,Jaipur,High,Medium,3,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
9297,Male,2024,"UI/UX Design, DevOps",0,6,2,Byju's,Startup,FinTech,1073075,No,Not Applicable,Ahmedabad,High,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
9298,Female,2022,"UI/UX Design, C++",2,8,4,Amazon,Established,Logistics,1058255,No,Not Applicable,Bangalore,High,Medium,2,Medium,2,1,4,0,"['Skill Improvement', 'Immediate Job']"
9299,Female,2025,"DevOps, UI/UX Design",3,4,1,Dream11,Startup,Consulting,415512,No,Not Applicable,Kolkata,Medium,Medium,2,Medium,2,1,4,0,"['Skill Improvement', 'Immediate Job']"
9300,Female,2022,"Networking, DevOps",0,6,4,Capgemini,Established,Manufacturing,862005,No,Not Applicable,Bangalore,High,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
9301,Female,2022,"Embedded Systems, Data Science, Python",3,7,3,Wipro,Established,Logistics,2040984,No,Not Applicable,Kolkata,High,Medium,3,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
9302,Female,2024,"Cybersecurity, Python, ML/AI",2,10,3,Tech Mahindra,Established,EdTech,1267010,No,Not Applicable,Mumbai,High,Medium,3,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
9303,Male,2022,"Python, DevOps, Cybersecurity",2,7,4,Amazon,Established,Healthcare,1000781,No,Not Applicable,Pune,High,Medium,3,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
9304,Male,2024,Blockchain,1,7,4,HCLTech,Established,Manufacturing,1131574,No,Not Applicable,Bangalore,High,Low,1,Low,2,2,2,2,"['Immediate Job', 'Higher Studies']"
9305,Female,2023,"Python, Cloud (AWS/Azure/GCP), Networking, Embedded Systems",0,8,3,Zomato,Startup,EdTech,568289,No,Not Applicable,Ahmedabad,High,Low,4,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
9306,Female,2022,"Blockchain, Networking, Cybersecurity, Digital Marketing",0,5,2,Wipro,Established,Logistics,2117309,Yes,AI/ML,Kolkata,High,Low,4,High,4,4,1,0,"['Immediate Job', 'Higher Studies']"
9307,Female,2025,"Java, UI/UX Design",0,7,3,Jio Platforms,Established,FinTech,2087949,No,Not Applicable,Ahmedabad,High,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
9308,Female,2022,"C++, Web Dev (Full Stack)",3,5,0,Not Placed,Not Placed,Not Placed,0,Yes,Cybersecurity,Chennai,Medium,Medium,2,Medium,2,3,4,0,"['Skill Improvement', 'Higher Studies']"
9309,Female,2025,"Cloud (AWS/Azure/GCP), Web Dev (Full Stack), UI/UX Design, Python",2,10,4,Amazon,Established,Logistics,858097,No,Not Applicable,Chennai,High,Medium,4,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
9310,Female,2024,"Blockchain, Digital Marketing, Embedded Systems, ML/AI, Networking",1,6,4,Ola,Startup,E-commerce,868574,No,Not Applicable,Jaipur,High,Low,5,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
9311,Male,2025,"ML/AI, Cybersecurity, Python, UI/UX Design, Data Science",0,5,2,Not Placed,Not Placed,Not Placed,0,Yes,M.Tech,Bangalore,High,Low,5,High,4,4,1,0,"['Immediate Job', 'Higher Studies']"
9312,Male,2025,"Embedded Systems, Blockchain, DevOps",0,9,2,Wipro,Established,Logistics,1385766,No,Not Applicable,Mumbai,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
9313,Male,2023,"UI/UX Design, C++, Digital Marketing",1,8,4,Dr. Reddy's Labs,Established,EdTech,609633,No,Not Applicable,Jaipur,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
9314,Male,2022,"Blockchain, Web Dev (Full Stack), Data Science, Embedded Systems, Java",2,8,4,Ola,Startup,Healthcare,1072151,No,Not Applicable,Pune,High,Medium,5,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
9315,Female,2022,"Python, Digital Marketing, DevOps",2,5,3,Jio Platforms,Established,E-commerce,2620303,No,Not Applicable,Jaipur,High,Medium,3,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
9316,Male,2022,"Data Science, Web Dev (Full Stack)",3,1,2,Oracle,Established,Manufacturing,2363094,No,Not Applicable,Chennai,Medium,Medium,2,Medium,2,1,4,0,"['Skill Improvement', 'Immediate Job']"
9317,Male,2022,"Python, Embedded Systems, C++",1,6,3,Dream11,Startup,FinTech,583729,No,Not Applicable,Ahmedabad,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
9318,Female,2023,"C++, Networking, Cybersecurity",3,1,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Kolkata,Medium,Medium,3,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
9319,Male,2024,"Python, Cybersecurity",0,1,3,Dream11,Startup,Manufacturing,534753,No,Not Applicable,Delhi,Medium,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
9320,Male,2023,"Networking, Python, Java, Embedded Systems, Data Science",0,10,1,Dr. Reddy's Labs,Established,Healthcare,1849406,No,Not Applicable,Hyderabad,Medium,Low,5,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
9321,Male,2022,"DevOps, Cybersecurity, Blockchain",0,7,2,Byju's,Startup,Logistics,1036369,No,Not Applicable,Ahmedabad,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
9322,Female,2023,"Networking, C++",0,5,4,Amazon,Established,Healthcare,1302668,No,Not Applicable,Bangalore,High,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
9323,Female,2022,"Cybersecurity, Web Dev (Full Stack), Cloud (AWS/Azure/GCP), Digital Marketing",2,7,4,Microsoft,Established,Manufacturing,844243,No,Not Applicable,Pune,High,Medium,4,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
9324,Male,2023,"Data Science, Networking",0,3,4,Oracle,Established,IT Services,1933326,No,Not Applicable,Mumbai,Medium,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
9325,Male,2024,"UI/UX Design, Cybersecurity, Blockchain, ML/AI, Data Science",2,9,2,TCS,Established,EdTech,1966168,No,Not Applicable,Pune,High,Medium,5,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
9326,Female,2025,"Digital Marketing, Cybersecurity",1,4,2,Capgemini,Established,FinTech,1980185,No,Not Applicable,Ahmedabad,Medium,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
9327,Male,2024,Java,2,3,1,Not Placed,Not Placed,Not Placed,0,Yes,Data Science,Pune,Medium,Medium,1,Low,2,3,2,2,"['Higher Studies', 'Immediate Job']"
9328,Female,2024,"Data Science, DevOps, Web Dev (Full Stack)",2,2,4,Flipkart,Established,FinTech,1497689,No,Not Applicable,Kolkata,Medium,Medium,3,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
9329,Male,2022,"Embedded Systems, ML/AI",3,3,2,Not Placed,Not Placed,Not Placed,0,Yes,PhD,Bangalore,Medium,Medium,2,Medium,2,3,4,0,"['Skill Improvement', 'Higher Studies']"
9330,Male,2024,"Data Science, Networking, Digital Marketing",3,3,2,Not Placed,Not Placed,Not Placed,0,Yes,M.Tech,Hyderabad,Medium,Medium,3,Medium,2,3,3,0,"['Higher Studies', 'Skill Improvement']"
9331,Female,2025,"ML/AI, Java, Web Dev (Full Stack)",1,3,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Delhi,Medium,Low,3,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
9332,Male,2023,"Networking, Digital Marketing",1,5,3,Adobe,Established,IT Services,1378521,No,Not Applicable,Hyderabad,High,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
9333,Female,2024,"UI/UX Design, ML/AI, Cloud (AWS/Azure/GCP)",0,7,3,Jio Platforms,Established,FinTech,1902366,No,Not Applicable,Jaipur,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
9334,Male,2024,"DevOps, UI/UX Design, ML/AI, Embedded Systems",2,7,2,Tata Motors,Established,Consulting,2776240,No,Not Applicable,Mumbai,High,Medium,4,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
9335,Female,2022,"Java, Cloud (AWS/Azure/GCP), Networking, Blockchain, Web Dev (Full Stack)",0,7,3,Swiggy,Startup,IT Services,646706,No,Not Applicable,Hyderabad,High,Low,5,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
9336,Male,2023,"Blockchain, Cybersecurity, Embedded Systems",1,5,4,HCLTech,Established,Consulting,1525719,No,Not Applicable,Kolkata,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
9337,Female,2023,"Cloud (AWS/Azure/GCP), UI/UX Design",0,5,3,Adobe,Established,E-commerce,1602929,No,Not Applicable,Kolkata,High,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
9338,Male,2023,"Cloud (AWS/Azure/GCP), Data Science",1,5,4,Infosys,Established,Healthcare,2111632,No,Not Applicable,Bangalore,High,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
9339,Female,2024,ML/AI,0,3,2,Not Placed,Not Placed,Not Placed,0,Yes,AI/ML,Jaipur,Medium,Low,1,Low,2,4,2,2,"['Higher Studies', 'Immediate Job']"
9340,Male,2024,Digital Marketing,1,8,4,Paytm,Startup,Automotive,300000,Yes,Cybersecurity,Hyderabad,High,Low,1,Low,2,4,2,2,"['Higher Studies', 'Immediate Job']"
9341,Female,2023,"Embedded Systems, Networking, C++, Digital Marketing",1,10,4,Wipro,Established,E-commerce,2567458,No,Not Applicable,Bangalore,High,Low,4,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
9342,Male,2022,"Java, Cloud (AWS/Azure/GCP)",2,1,0,Not Placed,Not Placed,Not Placed,0,Yes,M.Tech,Kolkata,Low,Medium,2,Medium,1,2,4,0,"['Skill Improvement', 'Higher Studies']"
9343,Female,2022,"C++, ML/AI, Cybersecurity, Web Dev (Full Stack)",2,10,1,Jio Platforms,Established,E-commerce,526826,No,Not Applicable,Jaipur,Medium,Medium,4,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
9344,Male,2023,"Embedded Systems, ML/AI",0,4,1,Not Placed,Not Placed,Not Placed,0,Yes,MS (USA/EU),Mumbai,Medium,Low,2,Medium,2,4,4,0,"['Higher Studies', 'Skill Improvement']"
9345,Male,2024,"DevOps, Python",2,8,3,Microsoft,Established,E-commerce,1791474,Yes,MBA,Jaipur,High,Medium,2,Medium,2,3,4,0,"['Skill Improvement', 'Higher Studies']"
9346,Female,2023,"UI/UX Design, Java, Cybersecurity, Blockchain",1,5,4,Byju's,Startup,Healthcare,527633,No,Not Applicable,Bangalore,High,Low,4,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
9347,Female,2022,Data Science,1,7,2,TCS,Established,Manufacturing,300000,No,Not Applicable,Mumbai,High,Low,1,Low,2,2,2,2,"['Immediate Job', 'Higher Studies']"
9348,Female,2022,"DevOps, Embedded Systems",1,9,1,L&T Technology Services,Established,E-commerce,637547,Yes,Data Science,Delhi,Medium,Low,2,Medium,2,4,4,0,"['Higher Studies', 'Skill Improvement']"
9349,Male,2025,"Data Science, C++, Cybersecurity",1,8,0,L&T Technology Services,Established,FinTech,1917242,No,Not Applicable,Delhi,Medium,Low,3,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
9350,Female,2022,"ML/AI, Java, Cloud (AWS/Azure/GCP)",1,4,0,Not Placed,Not Placed,Not Placed,0,Yes,AI/ML,Delhi,Medium,Low,3,Medium,2,4,3,0,"['Higher Studies', 'Skill Improvement']"
9351,Male,2024,"Blockchain, UI/UX Design, Web Dev (Full Stack), Python",1,10,2,Zomato,Startup,Healthcare,844017,No,Not Applicable,Delhi,High,Low,4,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
9352,Female,2024,"Embedded Systems, Cybersecurity, UI/UX Design",0,8,3,TCS,Established,EdTech,2768997,No,Not Applicable,Kolkata,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
9353,Male,2024,"Web Dev (Full Stack), ML/AI, Python",0,6,1,Infosys,Established,Automotive,2465053,No,Not Applicable,Kolkata,Medium,Low,3,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
9354,Female,2024,Web Dev (Full Stack),1,5,2,Paytm,Startup,Automotive,775619,No,Not Applicable,Bangalore,High,Low,1,Low,2,2,2,2,"['Immediate Job', 'Higher Studies']"
9355,Male,2022,"Networking, Java, ML/AI, C++, Blockchain",2,9,4,HCLTech,Established,Healthcare,1501039,No,Not Applicable,Chennai,High,Medium,5,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
9356,Female,2025,"Networking, DevOps",3,3,1,Not Placed,Not Placed,Not Placed,0,Yes,PhD,Delhi,Medium,Medium,2,Medium,2,3,4,0,"['Skill Improvement', 'Higher Studies']"
9357,Male,2022,"ML/AI, UI/UX Design, Web Dev (Full Stack)",1,5,3,TCS,Established,Manufacturing,585780,Yes,MS (USA/EU),Pune,High,Low,3,High,4,4,1,0,"['Immediate Job', 'Higher Studies']"
9358,Female,2023,Web Dev (Full Stack),2,9,4,Adobe,Established,IT Services,950094,No,Not Applicable,Jaipur,High,Medium,1,Low,2,1,2,2,"['Immediate Job', 'Skill Improvement']"
9359,Male,2025,"Blockchain, DevOps",3,4,1,Not Placed,Not Placed,Not Placed,0,Yes,MS (USA/EU),Bangalore,Medium,Medium,2,Medium,2,3,4,0,"['Skill Improvement', 'Higher Studies']"
9360,Female,2025,Web Dev (Full Stack),0,6,0,Byju's,Startup,Manufacturing,1136083,No,Not Applicable,Hyderabad,Medium,Low,1,Low,2,2,2,2,"['Immediate Job', 'Higher Studies']"
9361,Female,2022,DevOps,0,9,3,Byju's,Startup,EdTech,655553,No,Not Applicable,Delhi,High,Low,1,Low,2,2,2,2,"['Immediate Job', 'Higher Studies']"
9362,Female,2022,"Web Dev (Full Stack), Java, Digital Marketing, Networking",3,5,3,Infosys,Established,IT Services,504597,No,Not Applicable,Jaipur,High,Medium,4,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
9363,Female,2025,Web Dev (Full Stack),2,8,2,Cognizant,Established,Manufacturing,1273225,No,Not Applicable,Chennai,High,Medium,1,Low,2,1,2,2,"['Immediate Job', 'Skill Improvement']"
9364,Male,2023,"Blockchain, Cloud (AWS/Azure/GCP), ML/AI",2,5,2,Oracle,Established,Consulting,1751850,No,Not Applicable,Chennai,High,Medium,3,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
9365,Male,2024,Blockchain,1,10,2,Dr. Reddy's Labs,Established,Healthcare,1059549,No,Not Applicable,Delhi,High,Low,1,Low,2,2,2,2,"['Immediate Job', 'Higher Studies']"
9366,Female,2023,"Java, ML/AI, C++",0,7,3,Ola,Startup,FinTech,662381,No,Not Applicable,Ahmedabad,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
9367,Female,2025,"Web Dev (Full Stack), Embedded Systems, C++, Cybersecurity, Cloud (AWS/Azure/GCP)",3,4,0,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Hyderabad,Medium,Medium,5,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
9368,Female,2025,"Blockchain, Networking, Cloud (AWS/Azure/GCP)",1,6,4,Oracle,Established,Automotive,1204639,Yes,Data Science,Kolkata,High,Low,3,High,4,4,1,0,"['Immediate Job', 'Higher Studies']"
9369,Male,2024,"C++, Digital Marketing, ML/AI, Data Science",0,10,2,Cisco,Established,Automotive,1184128,No,Not Applicable,Delhi,High,Low,4,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
9370,Male,2025,"UI/UX Design, DevOps",2,9,3,Flipkart,Established,Automotive,1838606,No,Not Applicable,Delhi,High,Medium,2,Medium,2,1,4,0,"['Skill Improvement', 'Immediate Job']"
9371,Female,2022,Data Science,1,9,2,Tata Motors,Established,EdTech,753828,No,Not Applicable,Ahmedabad,High,Low,1,Low,2,2,2,2,"['Immediate Job', 'Higher Studies']"
9372,Female,2025,"DevOps, Web Dev (Full Stack), Cloud (AWS/Azure/GCP)",1,9,0,Dream11,Startup,Healthcare,771185,No,Not Applicable,Jaipur,Medium,Low,3,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
9373,Male,2022,Digital Marketing,1,6,3,Meta,Established,Consulting,1304868,No,Not Applicable,Pune,High,Low,1,Low,2,2,2,2,"['Immediate Job', 'Higher Studies']"
9374,Female,2023,"Digital Marketing, DevOps",1,5,2,Not Placed,Not Placed,Not Placed,0,Yes,AI/ML,Pune,High,Low,2,Medium,2,4,4,0,"['Higher Studies', 'Skill Improvement']"
9375,Female,2023,"Java, Python, Blockchain, UI/UX Design, Digital Marketing",1,4,4,Cisco,Established,FinTech,1183394,No,Not Applicable,Jaipur,Medium,Low,5,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
9376,Male,2024,"UI/UX Design, Networking, C++",1,6,2,L&T Technology Services,Established,Manufacturing,2256146,No,Not Applicable,Hyderabad,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
9377,Male,2025,"ML/AI, Python, UI/UX Design, Java, C++",1,3,0,Not Placed,Not Placed,Not Placed,0,Yes,MBA,Bangalore,Medium,Low,5,Medium,2,4,3,0,"['Higher Studies', 'Skill Improvement']"
9378,Male,2022,"UI/UX Design, Data Science, C++",0,8,1,Infosys,Established,IT Services,1809582,No,Not Applicable,Chennai,Medium,Low,3,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
9379,Male,2025,"Digital Marketing, C++, Blockchain, Embedded Systems, Networking",0,5,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Pune,High,Low,5,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
9380,Male,2022,Python,3,4,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Bangalore,Medium,Medium,1,Low,2,1,2,2,"['Immediate Job', 'Skill Improvement']"
9381,Male,2023,"Networking, Python, UI/UX Design, Java",2,5,2,Not Placed,Not Placed,Not Placed,0,Yes,MS (USA/EU),Chennai,High,Medium,4,Medium,2,3,3,0,"['Higher Studies', 'Skill Improvement']"
9382,Male,2022,"Web Dev (Full Stack), ML/AI, Java",0,6,3,Amazon,Established,Healthcare,1195305,No,Not Applicable,Chennai,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
9383,Female,2025,"Blockchain, Python, C++, Networking, DevOps",1,10,3,Google,Established,Automotive,1870689,No,Not Applicable,Chennai,High,Low,5,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
9384,Male,2023,"C++, Embedded Systems, DevOps",0,5,3,Cisco,Established,IT Services,1165250,No,Not Applicable,Pune,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
9385,Female,2025,"Data Science, Cloud (AWS/Azure/GCP)",1,2,2,Not Placed,Not Placed,Not Placed,0,Yes,MBA,Mumbai,Medium,Low,2,Medium,2,4,4,0,"['Higher Studies', 'Skill Improvement']"
9386,Female,2024,"Networking, Cloud (AWS/Azure/GCP), Digital Marketing, DevOps, ML/AI",0,5,2,Ola,Startup,IT Services,849087,No,Not Applicable,Bangalore,High,Low,5,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
9387,Male,2023,"Cybersecurity, UI/UX Design, Java, Embedded Systems",1,4,0,Not Placed,Not Placed,Not Placed,0,Yes,MS (USA/EU),Hyderabad,Medium,Low,4,Medium,2,4,3,0,"['Higher Studies', 'Skill Improvement']"
9388,Female,2023,"Cybersecurity, Data Science",0,1,2,Not Placed,Not Placed,Not Placed,0,Yes,Cybersecurity,Bangalore,Medium,Low,2,Medium,2,4,4,0,"['Higher Studies', 'Skill Improvement']"
9389,Female,2023,"ML/AI, Embedded Systems, C++, Blockchain",2,2,1,Not Placed,Not Placed,Not Placed,0,Yes,PhD,Jaipur,Medium,Medium,4,Medium,2,3,3,0,"['Higher Studies', 'Skill Improvement']"
9390,Female,2022,"Data Science, Java",1,7,2,Adobe,Established,IT Services,1348989,No,Not Applicable,Bangalore,High,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
9391,Male,2022,"Cloud (AWS/Azure/GCP), ML/AI, C++, Networking",1,3,4,Byju's,Startup,Consulting,733365,No,Not Applicable,Kolkata,Medium,Low,4,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
9392,Male,2023,"Python, Cloud (AWS/Azure/GCP), Digital Marketing",0,6,1,Dream11,Startup,Consulting,563037,No,Not Applicable,Jaipur,Medium,Low,3,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
9393,Female,2023,"Digital Marketing, Embedded Systems, C++",2,6,3,Infosys,Established,E-commerce,1044557,No,Not Applicable,Ahmedabad,High,Medium,3,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
9394,Female,2023,"Java, Data Science, Networking, Python, Web Dev (Full Stack)",0,4,3,Wipro,Established,Consulting,1136881,No,Not Applicable,Chennai,Medium,Low,5,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
9395,Male,2023,"Cloud (AWS/Azure/GCP), Data Science, Java, C++",2,10,2,Tech Mahindra,Established,E-commerce,1914066,No,Not Applicable,Bangalore,High,Medium,4,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
9396,Female,2024,"Cloud (AWS/Azure/GCP), Web Dev (Full Stack)",1,2,1,Dream11,Startup,FinTech,838624,No,Not Applicable,Pune,Medium,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
9397,Male,2024,"Web Dev (Full Stack), Data Science, Networking",3,9,4,Zomato,Startup,IT Services,1057820,No,Not Applicable,Pune,High,Medium,3,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
9398,Male,2022,"UI/UX Design, Digital Marketing, C++",0,9,2,L&T Technology Services,Established,IT Services,1624417,No,Not Applicable,Bangalore,High,Low,3,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
9399,Male,2025,"Embedded Systems, Cybersecurity, Digital Marketing",2,9,2,Byju's,Startup,IT Services,448618,No,Not Applicable,Ahmedabad,High,Medium,3,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
9400,Male,2024,"Blockchain, Data Science",0,8,3,Amazon,Established,FinTech,1612347,Yes,M.Tech,Chennai,High,Low,2,Medium,2,4,4,0,"['Higher Studies', 'Skill Improvement']"
9401,Female,2025,"Digital Marketing, Java, ML/AI, Python, Web Dev (Full Stack)",3,6,2,HCLTech,Established,Consulting,951153,No,Not Applicable,Delhi,High,Medium,5,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
9402,Female,2022,"Web Dev (Full Stack), Cloud (AWS/Azure/GCP)",0,6,0,Infosys,Established,EdTech,455618,No,Not Applicable,Mumbai,Medium,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
9403,Male,2022,"Web Dev (Full Stack), C++, Python, Networking",2,6,2,Paytm,Startup,Logistics,618259,No,Not Applicable,Chennai,High,Medium,4,Medium,2,1,3,0,"['Skill Improvement', 'Immediate Job']"
9404,Female,2025,"Web Dev (Full Stack), Digital Marketing",0,6,2,Tata Motors,Established,Automotive,1957380,No,Not Applicable,Pune,High,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
9405,Female,2025,"Data Science, Blockchain",0,4,3,Infosys,Established,Automotive,1792609,No,Not Applicable,Mumbai,Medium,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
9406,Female,2023,Data Science,1,1,2,Not Placed,Not Placed,Not Placed,0,Yes,MS (USA/EU),Hyderabad,Medium,Low,1,Low,2,4,2,2,"['Higher Studies', 'Immediate Job']"
9407,Male,2025,"Embedded Systems, Data Science, Digital Marketing, Cloud (AWS/Azure/GCP)",0,7,2,Oracle,Established,Manufacturing,1134809,No,Not Applicable,Jaipur,High,Low,4,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
9408,Female,2023,"Networking, Python, Blockchain, Web Dev (Full Stack), Embedded Systems",1,4,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Kolkata,Medium,Low,5,Medium,2,2,3,0,"['Skill Improvement', 'Immediate Job']"
9409,Female,2025,"Python, Blockchain",3,7,2,TCS,Established,FinTech,1847704,No,Not Applicable,Mumbai,High,Medium,2,Medium,2,1,4,0,"['Skill Improvement', 'Immediate Job']"
9410,Male,2024,"Python, Blockchain, UI/UX Design, Java",1,8,2,Tata Motors,Established,EdTech,1430005,No,Not Applicable,Delhi,High,Low,4,High,4,2,1,0,"['Immediate Job', 'Higher Studies']"
9411,Male,2023,"Digital Marketing, Cybersecurity",0,10,4,Microsoft,Established,IT Services,1659026,No,Not Applicable,Delhi,High,Low,2,Medium,2,2,4,0,"['Skill Improvement', 'Immediate Job']"
9412,Female,2023,Embedded Systems,0,5,4,Meta,Established,Healthcare,1012609,No,Not Applicable,Ahmedabad,High,Low,1,Low,2,2,2,2,"['Immediate Job', 'Higher Studies']"
