Student ID,Gender,Year,Skills,Backlogs,Projects Completed,Internships,Companies Placed,Company Type,Domain,Salary,Higher Studies,Higher Studies Field,Location,Experience_Level,Academic_Risk,Skill_Count,Placement_Readiness
7545,Male,2025,"UI/UX Design, DevOps, Web Dev (Full Stack), Python",0,9,3,Dream11,Startup,E-commerce,300000,No,Not Applicable,Bangalore,High,Low,4,High
7546,Male,2024,"C++, Data Science, Blockchain",2,5,2,Jio Platforms,Established,FinTech,1710094,No,Not Applicable,Mumbai,High,Medium,3,Medium
7547,Female,2023,"Cloud (AWS/Azure/GCP), Web Dev (Full Stack), C++, ML/AI, Blockchain",1,3,1,Not Placed,Not Placed,Not Placed,0,Yes,M.Tech,Hyderabad,Medium,Low,5,Medium
7548,Female,2023,DevOps,1,10,2,Adobe,Established,Healthcare,1135202,No,Not Applicable,Bangalore,High,Low,1,Low
7549,Male,2024,"Web Dev (Full Stack), Embedded Systems",0,10,3,Tech Mahindra,Established,Consulting,888177,No,Not Applicable,Hyderabad,High,Low,2,Medium
7550,Female,2024,"Blockchain, Data Science, Networking",1,8,2,Cisco,Established,Consulting,1481634,No,Not Applicable,Pune,High,Low,3,High
7551,Female,2025,"Data Science, Networking",1,3,1,Tech Mahindra,Established,Manufacturing,1812187,No,Not Applicable,Hyderabad,Medium,Low,2,Medium
7552,Female,2023,"Web Dev (Full Stack), Java, Embedded Systems",1,7,1,Tata Motors,Established,EdTech,1897743,No,Not Applicable,Bangalore,Medium,Low,3,Medium
7553,Male,2024,"UI/UX Design, Python",0,3,3,Tech Mahindra,Established,Healthcare,516762,No,Not Applicable,Jaipur,Medium,Low,2,Medium
7554,Male,2022,"Networking, C++, Embedded Systems, Web Dev (Full Stack)",0,8,2,Dr. Reddy's Labs,Established,Manufacturing,1851265,No,Not Applicable,Hyderabad,High,Low,4,High
7555,Male,2025,"Digital Marketing, Cybersecurity, Web Dev (Full Stack), C++",0,7,3,Wipro,Established,Logistics,420548,No,Not Applicable,Chennai,High,Low,4,High
7556,Male,2022,"Web Dev (Full Stack), Blockchain, DevOps, Networking, ML/AI",1,9,0,HCLTech,Established,EdTech,444738,Yes,Data Science,Ahmedabad,Medium,Low,5,Medium
7557,Female,2022,"Networking, Web Dev (Full Stack), UI/UX Design",2,6,4,TCS,Established,E-commerce,1674087,No,Not Applicable,Hyderabad,High,Medium,3,Medium
7558,Male,2024,"ML/AI, Blockchain, Cloud (AWS/Azure/GCP), Web Dev (Full Stack), Data Science",1,6,0,L&T Technology Services,Established,Healthcare,2653490,No,Not Applicable,Ahmedabad,Medium,Low,5,Medium
7559,Male,2024,"Cybersecurity, C++, DevOps, Embedded Systems",0,1,2,Not Placed,Not Placed,Not Placed,0,Yes,PhD,Pune,Medium,Low,4,Medium
7560,Female,2022,"Networking, UI/UX Design",3,5,4,Cognizant,Established,Manufacturing,1690917,No,Not Applicable,Chennai,High,Medium,2,Medium
7561,Male,2022,"Digital Marketing, Cybersecurity, Cloud (AWS/Azure/GCP)",3,4,1,Not Placed,Not Placed,Not Placed,0,Yes,MS (USA/EU),Kolkata,Medium,Medium,3,Medium
7562,Male,2024,"C++, Python, Java, DevOps",0,5,1,Not Placed,Not Placed,Not Placed,0,Yes,AI/ML,Bangalore,Medium,Low,4,Medium
7563,Male,2025,"UI/UX Design, Data Science, Digital Marketing, Java",3,7,4,Microsoft,Established,Manufacturing,1724988,No,Not Applicable,Bangalore,High,Medium,4,Medium
7564,Female,2022,"Digital Marketing, Web Dev (Full Stack), Networking",0,7,3,Google,Established,Logistics,972131,No,Not Applicable,Ahmedabad,High,Low,3,High
7565,Male,2025,"Cybersecurity, Python, ML/AI",2,2,0,Not Placed,Not Placed,Not Placed,0,Yes,Cybersecurity,Pune,Low,Medium,3,Medium
7566,Female,2024,"DevOps, Digital Marketing, Cybersecurity, UI/UX Design",0,8,2,Swiggy,Startup,Healthcare,752543,No,Not Applicable,Jaipur,High,Low,4,High
7567,Female,2024,"DevOps, ML/AI, UI/UX Design, Web Dev (Full Stack)",1,5,2,Not Placed,Not Placed,Not Placed,0,Yes,M.Tech,Chennai,High,Low,4,High
7568,Female,2024,"Python, C++, UI/UX Design, ML/AI",2,4,2,Not Placed,Not Placed,Not Placed,0,Yes,MBA,Mumbai,Medium,Medium,4,Medium
7569,Female,2022,"Networking, Blockchain, Cloud (AWS/Azure/GCP), Digital Marketing",2,4,1,Not Placed,Not Placed,Not Placed,0,Yes,Data Science,Mumbai,Medium,Medium,4,Medium
7570,Male,2025,"Python, ML/AI, C++",2,4,3,Zomato,Startup,Logistics,561154,No,Not Applicable,Mumbai,Medium,Medium,3,Medium
7571,Male,2023,"DevOps, Networking",0,6,1,Amazon,Established,Manufacturing,1052649,No,Not Applicable,Chennai,Medium,Low,2,Medium
7572,Male,2023,"Data Science, Blockchain, Digital Marketing",2,10,2,L&T Technology Services,Established,FinTech,1152925,No,Not Applicable,Bangalore,High,Medium,3,Medium
7573,Female,2024,"UI/UX Design, Blockchain, Embedded Systems, DevOps",1,5,3,Jio Platforms,Established,Consulting,2360287,No,Not Applicable,Jaipur,High,Low,4,High
7574,Female,2023,"DevOps, Networking",3,6,2,L&T Technology Services,Established,IT Services,1250031,No,Not Applicable,Mumbai,High,Medium,2,Medium
7575,Female,2025,Cybersecurity,0,7,4,Dr. Reddy's Labs,Established,EdTech,2657336,No,Not Applicable,Hyderabad,High,Low,1,Low
7576,Female,2024,"Embedded Systems, Python, Web Dev (Full Stack)",1,9,2,Tata Motors,Established,Manufacturing,2323444,No,Not Applicable,Kolkata,High,Low,3,High
7577,Female,2025,"Blockchain, Cloud (AWS/Azure/GCP)",3,10,3,Flipkart,Established,Automotive,2054847,No,Not Applicable,Kolkata,High,Medium,2,Medium
7578,Male,2022,"Networking, Cloud (AWS/Azure/GCP), Embedded Systems",0,4,2,Microsoft,Established,FinTech,1053305,No,Not Applicable,Bangalore,Medium,Low,3,Medium
7579,Female,2022,"Java, DevOps, Blockchain, Web Dev (Full Stack), Digital Marketing",0,2,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Kolkata,Medium,Low,5,Medium
7580,Female,2024,"UI/UX Design, Embedded Systems, ML/AI",3,1,1,Not Placed,Not Placed,Not Placed,0,Yes,MS (USA/EU),Chennai,Medium,Medium,3,Medium
7581,Male,2024,"Digital Marketing, Blockchain, Cloud (AWS/Azure/GCP)",2,1,0,Not Placed,Not Placed,Not Placed,0,Yes,MS (USA/EU),Mumbai,Low,Medium,3,Medium
7582,Male,2024,"Cloud (AWS/Azure/GCP), DevOps, C++, UI/UX Design, Networking",1,5,2,Not Placed,Not Placed,Not Placed,0,Yes,Cybersecurity,Jaipur,High,Low,5,High
7583,Female,2023,"Cybersecurity, Digital Marketing, C++",0,5,3,Infosys,Established,Consulting,1525187,No,Not Applicable,Delhi,High,Low,3,High
7584,Male,2024,"Networking, C++",0,3,2,Not Placed,Not Placed,Not Placed,0,Yes,MS (USA/EU),Hyderabad,Medium,Low,2,Medium
7585,Male,2024,"Web Dev (Full Stack), Java, DevOps",1,4,2,Tata Motors,Established,Automotive,1825195,No,Not Applicable,Chennai,Medium,Low,3,Medium
7586,Male,2025,"Digital Marketing, Embedded Systems, C++, ML/AI",0,8,4,Meta,Established,Manufacturing,1086540,No,Not Applicable,Kolkata,High,Low,4,High
7587,Male,2024,"Blockchain, Java, UI/UX Design",1,9,2,Dream11,Startup,Healthcare,870887,No,Not Applicable,Hyderabad,High,Low,3,High
7588,Male,2024,"Blockchain, ML/AI, UI/UX Design, C++",3,4,3,Ola,Startup,Manufacturing,799769,No,Not Applicable,Delhi,Medium,Medium,4,Medium
7589,Male,2024,"Cloud (AWS/Azure/GCP), Data Science",0,10,3,Capgemini,Established,E-commerce,1240116,No,Not Applicable,Hyderabad,High,Low,2,Medium
7590,Male,2023,"Cloud (AWS/Azure/GCP), Java",0,10,3,Tech Mahindra,Established,FinTech,1391728,No,Not Applicable,Delhi,High,Low,2,Medium
7591,Female,2022,"Java, DevOps, Cloud (AWS/Azure/GCP), UI/UX Design",2,3,1,Not Placed,Not Placed,Not Placed,0,Yes,PhD,Kolkata,Medium,Medium,4,Medium
7592,Female,2024,"Java, Web Dev (Full Stack)",0,9,3,Google,Established,Healthcare,628240,No,Not Applicable,Kolkata,High,Low,2,Medium
7593,Female,2024,"DevOps, Digital Marketing, ML/AI",2,5,2,Swiggy,Startup,Logistics,883884,No,Not Applicable,Jaipur,High,Medium,3,Medium
7594,Female,2025,"Digital Marketing, Data Science, Cybersecurity",0,4,2,Zomato,Startup,Consulting,554319,No,Not Applicable,Ahmedabad,Medium,Low,3,Medium
7595,Female,2025,"DevOps, C++, Java, Digital Marketing",0,7,3,Tech Mahindra,Established,FinTech,1268548,No,Not Applicable,Delhi,High,Low,4,High
7596,Male,2024,"Embedded Systems, Blockchain, Networking, C++, ML/AI",2,7,2,Amazon,Established,Consulting,2276443,No,Not Applicable,Ahmedabad,High,Medium,5,Medium
7597,Female,2023,"C++, Blockchain",1,5,1,Google,Established,Manufacturing,1118580,No,Not Applicable,Bangalore,Medium,Low,2,Medium
7598,Female,2024,"C++, ML/AI, UI/UX Design, Web Dev (Full Stack), Networking",2,7,2,Capgemini,Established,Logistics,805646,No,Not Applicable,Pune,High,Medium,5,Medium
7599,Female,2025,"Cybersecurity, Embedded Systems, Digital Marketing, Blockchain, Networking",0,8,2,Byju's,Startup,Automotive,426273,No,Not Applicable,Hyderabad,High,Low,5,High
7600,Female,2023,"Web Dev (Full Stack), Data Science, UI/UX Design, Blockchain, Digital Marketing",0,5,4,Tata Motors,Established,IT Services,1097847,No,Not Applicable,Mumbai,High,Low,5,High
7601,Female,2024,"Java, Python, Digital Marketing, C++",0,7,1,Tech Mahindra,Established,FinTech,1476493,No,Not Applicable,Ahmedabad,Medium,Low,4,Medium
7602,Male,2025,"Web Dev (Full Stack), Python",0,4,2,Dream11,Startup,Consulting,775743,No,Not Applicable,Delhi,Medium,Low,2,Medium
7603,Male,2025,"ML/AI, DevOps",3,4,2,Not Placed,Not Placed,Not Placed,0,Yes,M.Tech,Chennai,Medium,Medium,2,Medium
7604,Female,2022,"Digital Marketing, Python, Java, C++, Data Science",0,10,2,Flipkart,Established,IT Services,558500,No,Not Applicable,Delhi,High,Low,5,High
7605,Female,2022,"ML/AI, C++, Digital Marketing",0,2,2,Not Placed,Not Placed,Not Placed,0,Yes,MS (USA/EU),Bangalore,Medium,Low,3,Medium
7606,Female,2022,"C++, Networking, Cloud (AWS/Azure/GCP), Embedded Systems, UI/UX Design",0,7,1,Wipro,Established,Logistics,1459627,No,Not Applicable,Jaipur,Medium,Low,5,Medium
7607,Male,2025,"Python, DevOps, Cybersecurity",1,3,0,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Kolkata,Medium,Low,3,Medium
7608,Male,2023,"Blockchain, Networking",0,6,4,Meta,Established,Consulting,1652505,Yes,MS (USA/EU),Pune,High,Low,2,Medium
7609,Female,2024,"UI/UX Design, Cybersecurity, ML/AI",2,3,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Kolkata,Medium,Medium,3,Medium
7610,Male,2024,"Embedded Systems, C++, ML/AI, Blockchain",2,6,3,Byju's,Startup,E-commerce,678216,No,Not Applicable,Delhi,High,Medium,4,Medium
7611,Male,2024,"Java, Web Dev (Full Stack)",0,9,3,Capgemini,Established,Healthcare,2639269,No,Not Applicable,Bangalore,High,Low,2,Medium
7612,Female,2023,"C++, Digital Marketing, UI/UX Design, Data Science",1,10,4,Infosys,Established,IT Services,2093320,No,Not Applicable,Jaipur,High,Low,4,High
7613,Female,2022,"Embedded Systems, Java, DevOps, C++",1,7,3,Capgemini,Established,EdTech,1992586,No,Not Applicable,Jaipur,High,Low,4,High
7614,Female,2024,"Networking, Blockchain",1,6,3,Zomato,Startup,FinTech,916866,No,Not Applicable,Hyderabad,High,Low,2,Medium
7615,Male,2025,"Web Dev (Full Stack), UI/UX Design",1,1,2,Not Placed,Not Placed,Not Placed,0,Yes,M.Tech,Chennai,Medium,Low,2,Medium
7616,Female,2025,"ML/AI, Web Dev (Full Stack), DevOps, Digital Marketing, Networking",0,3,0,Not Placed,Not Placed,Not Placed,0,Yes,MBA,Bangalore,Medium,Low,5,Medium
7617,Female,2024,"Java, C++, ML/AI, UI/UX Design, Data Science",0,10,4,Meta,Established,Automotive,1125106,No,Not Applicable,Bangalore,High,Low,5,High
7618,Male,2022,"Cloud (AWS/Azure/GCP), Blockchain",0,4,3,Capgemini,Established,Manufacturing,1914043,No,Not Applicable,Delhi,Medium,Low,2,Medium
7619,Female,2022,"Digital Marketing, Embedded Systems",3,7,3,Ola,Startup,FinTech,602690,No,Not Applicable,Bangalore,High,Medium,2,Medium
7620,Female,2024,"Cybersecurity, Digital Marketing, ML/AI, Java",1,6,2,Cisco,Established,Manufacturing,300000,No,Not Applicable,Hyderabad,High,Low,4,High
7621,Female,2023,"Web Dev (Full Stack), Cloud (AWS/Azure/GCP)",3,5,2,Swiggy,Startup,Logistics,637485,No,Not Applicable,Hyderabad,High,Medium,2,Medium
7622,Female,2023,"Data Science, Cloud (AWS/Azure/GCP)",0,2,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Ahmedabad,Medium,Low,2,Medium
7623,Female,2024,"Embedded Systems, Networking, Blockchain, Web Dev (Full Stack), Data Science",0,8,1,Microsoft,Established,E-commerce,1404895,No,Not Applicable,Hyderabad,Medium,Low,5,Medium
7624,Male,2022,"Embedded Systems, Networking, Cybersecurity, Data Science, UI/UX Design",1,6,4,Amazon,Established,Healthcare,949233,No,Not Applicable,Chennai,High,Low,5,High
7625,Female,2024,"UI/UX Design, Cybersecurity, Digital Marketing, Networking, Web Dev (Full Stack)",2,3,1,Not Placed,Not Placed,Not Placed,0,Yes,AI/ML,Bangalore,Medium,Medium,5,Medium
7626,Male,2023,"Cloud (AWS/Azure/GCP), Embedded Systems",1,3,2,Not Placed,Not Placed,Not Placed,0,Yes,PhD,Mumbai,Medium,Low,2,Medium
7627,Male,2023,Blockchain,1,8,3,Meta,Established,Consulting,615912,No,Not Applicable,Jaipur,High,Low,1,Low
7628,Female,2024,"Blockchain, C++",1,9,4,L&T Technology Services,Established,FinTech,1436187,No,Not Applicable,Pune,High,Low,2,Medium
7629,Female,2025,"Networking, Python",0,9,4,Cisco,Established,E-commerce,1212995,No,Not Applicable,Jaipur,High,Low,2,Medium
7630,Female,2025,"Web Dev (Full Stack), Embedded Systems, DevOps",0,2,3,Amazon,Established,EdTech,704577,No,Not Applicable,Kolkata,Medium,Low,3,Medium
7631,Male,2022,"Blockchain, DevOps, C++, Networking",0,10,4,Amazon,Established,FinTech,1871256,No,Not Applicable,Delhi,High,Low,4,High
7632,Male,2024,"ML/AI, Data Science",0,6,1,Dream11,Startup,Automotive,1309693,No,Not Applicable,Pune,Medium,Low,2,Medium
7633,Male,2023,"Data Science, Cybersecurity",0,7,3,Swiggy,Startup,EdTech,767280,No,Not Applicable,Kolkata,High,Low,2,Medium
7634,Female,2023,"Python, Cybersecurity, C++, Blockchain",2,9,2,Wipro,Established,EdTech,1207410,No,Not Applicable,Ahmedabad,High,Medium,4,Medium
7635,Male,2025,"DevOps, Embedded Systems, Blockchain, Data Science, ML/AI",0,5,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Kolkata,Medium,Low,5,Medium
7636,Female,2025,"DevOps, Blockchain",3,2,0,Not Placed,Not Placed,Not Placed,0,Yes,MS (USA/EU),Ahmedabad,Low,Medium,2,Medium
7637,Female,2022,"Data Science, Web Dev (Full Stack), Python, ML/AI, C++",1,4,4,Byju's,Startup,E-commerce,942580,No,Not Applicable,Jaipur,Medium,Low,5,Medium
7638,Male,2022,"Java, Networking, Blockchain, DevOps",2,2,2,Not Placed,Not Placed,Not Placed,0,Yes,Data Science,Delhi,Medium,Medium,4,Medium
7639,Male,2024,"Data Science, UI/UX Design, Blockchain, Digital Marketing",2,10,1,Jio Platforms,Established,EdTech,987283,No,Not Applicable,Hyderabad,Medium,Medium,4,Medium
7640,Male,2022,"Java, Embedded Systems, Digital Marketing",1,5,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Chennai,High,Low,3,High
7641,Male,2022,"Digital Marketing, Embedded Systems, Networking, Cybersecurity",2,10,1,Swiggy,Startup,Automotive,806632,No,Not Applicable,Ahmedabad,Medium,Medium,4,Medium
7642,Female,2023,"Java, UI/UX Design, ML/AI, Web Dev (Full Stack)",0,3,4,Tech Mahindra,Established,Automotive,1546122,No,Not Applicable,Kolkata,Medium,Low,4,Medium
7643,Female,2024,"ML/AI, Data Science",1,9,3,Cisco,Established,Healthcare,557609,No,Not Applicable,Mumbai,High,Low,2,Medium
7644,Female,2022,"Blockchain, UI/UX Design, Web Dev (Full Stack), Digital Marketing, Cloud (AWS/Azure/GCP)",2,2,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Kolkata,Medium,Medium,5,Medium
7645,Female,2023,"Cloud (AWS/Azure/GCP), Blockchain",0,4,3,Dr. Reddy's Labs,Established,Automotive,2005115,No,Not Applicable,Mumbai,Medium,Low,2,Medium
7646,Female,2025,"Cybersecurity, Cloud (AWS/Azure/GCP), Embedded Systems",0,8,3,Swiggy,Startup,Healthcare,300000,Yes,Data Science,Bangalore,High,Low,3,High
7647,Female,2024,"Java, Embedded Systems, Data Science, ML/AI, Cloud (AWS/Azure/GCP)",0,4,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Hyderabad,Medium,Low,5,Medium
7648,Female,2023,"Digital Marketing, ML/AI, Java",2,5,2,Paytm,Startup,E-commerce,300000,No,Not Applicable,Pune,High,Medium,3,Medium
7649,Female,2022,"C++, Blockchain",0,8,4,Meta,Established,Healthcare,2217456,No,Not Applicable,Bangalore,High,Low,2,Medium
7650,Female,2024,"Web Dev (Full Stack), Embedded Systems",2,6,2,Flipkart,Established,IT Services,2458934,No,Not Applicable,Pune,High,Medium,2,Medium
7651,Male,2022,"UI/UX Design, Web Dev (Full Stack), C++, Embedded Systems",3,10,3,Jio Platforms,Established,FinTech,1986959,Yes,Cybersecurity,Chennai,High,Medium,4,Medium
7652,Male,2024,"Data Science, Embedded Systems, Cybersecurity, Cloud (AWS/Azure/GCP)",0,4,2,Not Placed,Not Placed,Not Placed,0,Yes,PhD,Delhi,Medium,Low,4,Medium
7653,Male,2022,"DevOps, Java, UI/UX Design, Embedded Systems, Networking",0,4,2,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Kolkata,Medium,Low,5,Medium
7654,Female,2024,"C++, Cybersecurity",1,5,3,Paytm,Startup,EdTech,300000,Yes,M.Tech,Hyderabad,High,Low,2,Medium
7655,Male,2025,"Web Dev (Full Stack), Blockchain, Embedded Systems, UI/UX Design, Cybersecurity",1,5,4,Google,Established,EdTech,1838376,No,Not Applicable,Chennai,High,Low,5,High
7656,Male,2025,"Cybersecurity, Python, UI/UX Design, Digital Marketing",0,10,0,HCLTech,Established,Manufacturing,1416041,No,Not Applicable,Chennai,Medium,Low,4,Medium
7657,Female,2024,ML/AI,1,8,1,Dr. Reddy's Labs,Established,FinTech,2136158,Yes,PhD,Mumbai,Medium,Low,1,Low
7658,Female,2023,"Embedded Systems, Data Science, Cloud (AWS/Azure/GCP), UI/UX Design, Digital Marketing",1,9,3,TCS,Established,Manufacturing,1517638,No,Not Applicable,Delhi,High,Low,5,High
7659,Female,2025,Data Science,0,7,2,HCLTech,Established,Consulting,745430,No,Not Applicable,Bangalore,High,Low,1,Low
7660,Female,2024,"UI/UX Design, Python, Blockchain, C++",0,4,4,TCS,Established,Logistics,1428281,No,Not Applicable,Mumbai,Medium,Low,4,Medium
7661,Male,2024,"Embedded Systems, Web Dev (Full Stack), Cybersecurity, C++, Networking",1,4,1,Not Placed,Not Placed,Not Placed,0,Yes,AI/ML,Hyderabad,Medium,Low,5,Medium
7662,Female,2023,"Cloud (AWS/Azure/GCP), Python, UI/UX Design, Data Science, Digital Marketing",0,6,4,Zomato,Startup,EdTech,737895,No,Not Applicable,Pune,High,Low,5,High
7663,Female,2025,Java,1,6,2,Cognizant,Established,Manufacturing,300000,Yes,AI/ML,Kolkata,High,Low,1,Low
7664,Female,2024,Embedded Systems,1,7,2,Capgemini,Established,FinTech,1593562,No,Not Applicable,Bangalore,High,Low,1,Low
7665,Female,2023,"Cloud (AWS/Azure/GCP), Python, ML/AI",2,2,1,Not Placed,Not Placed,Not Placed,0,Yes,M.Tech,Hyderabad,Medium,Medium,3,Medium
7666,Female,2024,"Cloud (AWS/Azure/GCP), C++, Digital Marketing, DevOps, Java",1,2,2,Not Placed,Not Placed,Not Placed,0,Yes,MS (USA/EU),Jaipur,Medium,Low,5,Medium
7667,Female,2022,"Cloud (AWS/Azure/GCP), Java, Embedded Systems",0,2,0,Oracle,Established,EdTech,1950026,No,Not Applicable,Mumbai,Low,Low,3,Medium
7668,Female,2022,"Cybersecurity, Cloud (AWS/Azure/GCP)",0,10,2,Ola,Startup,Logistics,794535,No,Not Applicable,Bangalore,High,Low,2,Medium
7669,Female,2024,"Data Science, C++, Python, Cloud (AWS/Azure/GCP)",0,4,2,Google,Established,Automotive,1936945,No,Not Applicable,Hyderabad,Medium,Low,4,Medium
7670,Female,2023,Networking,2,4,3,Capgemini,Established,Automotive,1689056,No,Not Applicable,Pune,Medium,Medium,1,Low
7671,Male,2025,"Java, Digital Marketing, ML/AI, Embedded Systems, Web Dev (Full Stack)",2,5,2,Microsoft,Established,E-commerce,2717057,No,Not Applicable,Pune,High,Medium,5,Medium
7672,Male,2023,"UI/UX Design, Digital Marketing, Java",1,4,2,Cisco,Established,Logistics,2621723,No,Not Applicable,Chennai,Medium,Low,3,Medium
7673,Female,2024,"Cloud (AWS/Azure/GCP), Networking, Python",2,4,1,Not Placed,Not Placed,Not Placed,0,Yes,MS (USA/EU),Mumbai,Medium,Medium,3,Medium
7674,Male,2025,"Cloud (AWS/Azure/GCP), Networking, Blockchain, DevOps",0,5,2,Meta,Established,Automotive,376206,No,Not Applicable,Chennai,High,Low,4,High
7675,Male,2023,"Blockchain, C++, Embedded Systems",3,7,2,Cognizant,Established,Consulting,1676166,No,Not Applicable,Ahmedabad,High,Medium,3,Medium
7676,Female,2022,"Python, UI/UX Design, ML/AI, Java",1,8,3,L&T Technology Services,Established,FinTech,1499025,No,Not Applicable,Jaipur,High,Low,4,High
7677,Female,2022,Java,1,6,4,Paytm,Startup,Logistics,846112,No,Not Applicable,Jaipur,High,Low,1,Low
7678,Male,2022,"Embedded Systems, Digital Marketing",0,4,4,Wipro,Established,E-commerce,1211528,No,Not Applicable,Bangalore,Medium,Low,2,Medium
7679,Male,2024,"Data Science, Embedded Systems, DevOps",0,3,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Hyderabad,Medium,Low,3,Medium
7680,Male,2023,Digital Marketing,3,4,4,Cognizant,Established,Automotive,300000,No,Not Applicable,Ahmedabad,Medium,Medium,1,Low
7681,Female,2025,"Cloud (AWS/Azure/GCP), Networking, Cybersecurity, ML/AI",0,6,4,L&T Technology Services,Established,IT Services,2052674,No,Not Applicable,Chennai,High,Low,4,High
7682,Male,2022,"ML/AI, Java, C++, Digital Marketing",2,4,1,Not Placed,Not Placed,Not Placed,0,Yes,Data Science,Bangalore,Medium,Medium,4,Medium
7683,Female,2024,"C++, Cloud (AWS/Azure/GCP)",0,6,1,Byju's,Startup,Manufacturing,882246,No,Not Applicable,Jaipur,Medium,Low,2,Medium
7684,Female,2025,"Web Dev (Full Stack), Blockchain, Cybersecurity, UI/UX Design",2,7,4,Tech Mahindra,Established,Manufacturing,1138306,No,Not Applicable,Chennai,High,Medium,4,Medium
7685,Female,2025,"Web Dev (Full Stack), Digital Marketing",3,6,4,Adobe,Established,Manufacturing,457678,No,Not Applicable,Chennai,High,Medium,2,Medium
7686,Male,2022,"Cloud (AWS/Azure/GCP), Embedded Systems",2,8,2,Zomato,Startup,E-commerce,829638,No,Not Applicable,Pune,High,Medium,2,Medium
7687,Female,2024,"Data Science, Networking",0,6,4,Paytm,Startup,EdTech,583789,No,Not Applicable,Pune,High,Low,2,Medium
7688,Female,2025,"Embedded Systems, Data Science, Java, UI/UX Design, Cybersecurity",1,9,2,Swiggy,Startup,Automotive,383341,No,Not Applicable,Kolkata,High,Low,5,High
7689,Male,2024,"Java, DevOps",3,5,0,Not Placed,Not Placed,Not Placed,0,Yes,Cybersecurity,Chennai,Medium,Medium,2,Medium
7690,Male,2024,"Networking, Web Dev (Full Stack), Blockchain",0,9,1,Wipro,Established,Healthcare,423501,No,Not Applicable,Mumbai,Medium,Low,3,Medium
7691,Male,2022,"ML/AI, Embedded Systems, Blockchain, C++, DevOps",2,7,2,Tech Mahindra,Established,Logistics,1541641,No,Not Applicable,Ahmedabad,High,Medium,5,Medium
7692,Male,2022,"Cybersecurity, Cloud (AWS/Azure/GCP)",0,7,4,Microsoft,Established,Automotive,1267783,No,Not Applicable,Delhi,High,Low,2,Medium
7693,Male,2022,"Cloud (AWS/Azure/GCP), Embedded Systems, C++",2,3,1,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Chennai,Medium,Medium,3,Medium
7694,Female,2023,Digital Marketing,0,9,4,Meta,Established,Automotive,2290630,No,Not Applicable,Pune,High,Low,1,Low
7695,Female,2022,"Embedded Systems, Blockchain",1,5,0,Not Placed,Not Placed,Not Placed,0,Yes,Data Science,Chennai,Medium,Low,2,Medium
7696,Female,2022,"UI/UX Design, Web Dev (Full Stack)",0,9,3,Meta,Established,Logistics,553808,No,Not Applicable,Ahmedabad,High,Low,2,Medium
7697,Male,2025,"ML/AI, Web Dev (Full Stack), Data Science, DevOps, Blockchain",2,7,4,Jio Platforms,Established,Automotive,931354,No,Not Applicable,Hyderabad,High,Medium,5,Medium
7698,Male,2024,"Cybersecurity, Data Science",0,2,1,Not Placed,Not Placed,Not Placed,0,Yes,MBA,Mumbai,Medium,Low,2,Medium
7699,Male,2022,"Networking, DevOps, Data Science, ML/AI",1,10,1,Cisco,Established,Healthcare,1921180,Yes,Data Science,Kolkata,Medium,Low,4,Medium
7700,Male,2023,"Blockchain, Cybersecurity, ML/AI, Python, Networking",2,9,3,Capgemini,Established,Manufacturing,912525,No,Not Applicable,Ahmedabad,High,Medium,5,Medium
7701,Female,2024,"Cloud (AWS/Azure/GCP), Blockchain",0,8,4,Infosys,Established,Logistics,909145,No,Not Applicable,Mumbai,High,Low,2,Medium
7702,Male,2023,"Digital Marketing, C++, Embedded Systems",2,4,2,Oracle,Established,Logistics,1544739,No,Not Applicable,Chennai,Medium,Medium,3,Medium
7703,Female,2022,"Python, Cybersecurity",2,5,4,Zomato,Startup,EdTech,1049380,No,Not Applicable,Delhi,High,Medium,2,Medium
7704,Female,2023,"Python, Web Dev (Full Stack)",0,5,2,Tata Motors,Established,EdTech,1956793,No,Not Applicable,Mumbai,High,Low,2,Medium
7705,Male,2023,"UI/UX Design, ML/AI, Cloud (AWS/Azure/GCP)",0,5,4,Tata Motors,Established,Manufacturing,1727634,No,Not Applicable,Delhi,High,Low,3,High
7706,Female,2023,Cybersecurity,0,8,0,Infosys,Established,FinTech,2050232,No,Not Applicable,Bangalore,Medium,Low,1,Low
7707,Female,2024,"UI/UX Design, Python, Networking",0,9,4,Dr. Reddy's Labs,Established,Healthcare,1425171,No,Not Applicable,Mumbai,High,Low,3,High
7708,Female,2023,Data Science,1,10,0,Tata Motors,Established,Automotive,2402438,No,Not Applicable,Chennai,Medium,Low,1,Low
7709,Female,2024,"Networking, ML/AI, C++, Web Dev (Full Stack)",1,2,0,Not Placed,Not Placed,Not Placed,0,No,Not Applicable,Kolkata,Low,Low,4,Medium
